reference	query	s_gene	s_seq	s_start	s_end	s_strand	s_gene_bp	n_hsps	sum_aln_len	sum_nident	identity_pct	distance	in_selected_pairs
AG-910-J22	AG-426-F11	AG-910-J22_00093	AG-910-J22_NODE_1	89326	90063	+	738	1	738	736.99632	99.864	0.00136	1
AG-910-J22	AG-426-F11	AG-910-J22_00094	AG-910-J22_NODE_1	90109	90348	+	240	1	240	240.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00095	AG-910-J22_NODE_1	90361	90993	+	633	1	633	633.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00096	AG-910-J22_NODE_1	90985	91773	-	789	1	789	789.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00097	AG-910-J22_NODE_1	91770	92735	-	966	1	966	966.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00098	AG-910-J22_NODE_1	92725	93657	-	933	1	933	932.00169	99.893	0.00107	1
AG-910-J22	AG-426-F11	AG-910-J22_00099	AG-910-J22_NODE_1	93660	96053	-	2394	1	2394	2394.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00100	AG-910-J22_NODE_1	96043	97131	-	1089	1	864	864.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00102	AG-910-J22_NODE_1	98331	99767	+	1437	1	1437	1437.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00103	AG-910-J22_NODE_1	99760	100170	+	411	1	411	411.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00104	AG-910-J22_NODE_1	100160	100732	-	573	1	573	573.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00105	AG-910-J22_NODE_1	100713	101735	-	1023	1	1023	1023.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00107	AG-910-J22_NODE_1	102820	103476	+	657	1	657	657.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00108	AG-910-J22_NODE_1	103478	105262	+	1785	1	1785	1782.0012	99.832	0.00168	1
AG-910-J22	AG-426-F11	AG-910-J22_00109	AG-910-J22_NODE_1	105263	106087	-	825	1	825	825.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00110	AG-910-J22_NODE_1	106204	106563	+	360	1	360	357.9984	99.444	0.00556	1
AG-910-J22	AG-426-F11	AG-910-J22_00111	AG-910-J22_NODE_1	106526	106930	+	405	1	402	400.99902	99.751	0.00249	1
AG-910-J22	AG-426-F11	AG-910-J22_00112	AG-910-J22_NODE_1	106927	108264	-	1338	1	1306	1302.00364	99.694	0.00306	1
AG-910-J22	AG-426-F11	AG-910-J22_00128	AG-910-J22_NODE_1	125372	126592	+	1221	1	465	465.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00129	AG-910-J22_NODE_1	126589	127053	+	465	1	465	465.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00130	AG-910-J22_NODE_1	127058	127354	+	297	1	297	297.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00131	AG-910-J22_NODE_1	127351	127686	+	336	1	336	334.99872	99.702	0.00298	1
AG-910-J22	AG-426-F11	AG-910-J22_00132	AG-910-J22_NODE_1	127917	129323	-	1407	1	900	900.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00139	AG-910-J22_NODE_1	134886	135875	-	990	1	990	990.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00140	AG-910-J22_NODE_1	135881	136741	-	861	1	861	861.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00141	AG-910-J22_NODE_1	136742	137686	-	945	1	945	945.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00142	AG-910-J22_NODE_1	137750	138718	+	969	1	969	969.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00143	AG-910-J22_NODE_1	138715	139530	+	816	1	348	348.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00144	AG-910-J22_NODE_1	139527	140294	-	768	1	768	768.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00145	AG-910-J22_NODE_1	140318	141760	-	1443	1	702	702.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00146	AG-910-J22_NODE_1	141816	143660	+	1845	1	1845	1845.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00147	AG-910-J22_NODE_1	143670	144827	+	1158	1	1158	1158.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00148	AG-910-J22_NODE_1	144805	145857	+	1053	1	1053	1053.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00149	AG-910-J22_NODE_1	145880	146629	+	750	1	750	750.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00150	AG-910-J22_NODE_1	146632	147645	+	1014	1	1014	1014.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00185	AG-910-J22_NODE_1	182468	182812	+	345	1	159	159.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00186	AG-910-J22_NODE_1	182816	183151	-	336	1	336	336.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00187	AG-910-J22_NODE_1	183200	183697	-	498	1	498	498.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00188	AG-910-J22_NODE_1	183697	184017	-	321	1	321	321.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00189	AG-910-J22_NODE_1	184028	184315	-	288	1	288	288.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00190	AG-910-J22_NODE_1	184318	184641	-	324	1	324	324.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00191	AG-910-J22_NODE_1	184643	184933	-	291	1	291	291.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00193	AG-910-J22_NODE_1	185284	185766	-	483	1	483	483.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00194	AG-910-J22_NODE_1	185775	186068	-	294	1	294	293.0004	99.66	0.0034	1
AG-910-J22	AG-426-F11	AG-910-J22_00195	AG-910-J22_NODE_1	186095	186394	-	300	1	300	300.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00196	AG-910-J22_NODE_1	186456	186782	-	327	1	327	327.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00197	AG-910-J22_NODE_2	109	1218	-	1110	1	1110	1109.001	99.91	0.0009	1
AG-910-J22	AG-426-F11	AG-910-J22_00198	AG-910-J22_NODE_2	1215	2519	-	1305	1	1305	1303.99515	99.923	0.00077	1
AG-910-J22	AG-426-F11	AG-910-J22_00199	AG-910-J22_NODE_2	2519	3604	-	1086	1	1086	1085.00088	99.908	0.00092	1
AG-910-J22	AG-426-F11	AG-910-J22_00200	AG-910-J22_NODE_2	3594	6440	-	2847	1	2847	2847.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00201	AG-910-J22_NODE_2	6452	8104	-	1653	1	1653	1653.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00202	AG-910-J22_NODE_2	8097	8402	-	306	1	306	306.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00203	AG-910-J22_NODE_2	8407	9402	-	996	1	996	996.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00204	AG-910-J22_NODE_2	9421	10884	-	1464	1	1464	1464.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00205	AG-910-J22_NODE_2	10895	11350	-	456	1	456	456.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00206	AG-910-J22_NODE_2	11921	12655	-	735	1	735	734.0004	99.864	0.00136	1
AG-910-J22	AG-426-F11	AG-910-J22_00207	AG-910-J22_NODE_2	12711	13514	+	804	1	804	804.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00208	AG-910-J22_NODE_2	13521	14111	+	591	1	591	591.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00211	AG-910-J22_NODE_2	14328	16130	-	1803	1	1803	1802.00835	99.945	0.00055	1
AG-910-J22	AG-426-F11	AG-910-J22_00212	AG-910-J22_NODE_2	16232	18007	-	1776	1	1776	1776.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00213	AG-910-J22_NODE_2	18004	18468	-	465	1	465	465.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00214	AG-910-J22_NODE_2	18592	19785	+	1194	1	1194	1194.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00215	AG-910-J22_NODE_2	19763	22987	+	3225	1	3225	3225.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00216	AG-910-J22_NODE_2	22984	24429	-	1446	1	1446	1445.00226	99.931	0.00069	1
AG-910-J22	AG-426-F11	AG-910-J22_00217	AG-910-J22_NODE_2	24537	25262	+	726	1	726	726.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00218	AG-910-J22_NODE_2	25259	25924	-	666	1	666	666.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00219	AG-910-J22_NODE_2	25924	26868	-	945	1	429	429.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00224	AG-910-J22_NODE_2	30495	32666	+	2172	1	2172	2170.00176	99.908	0.00092	1
AG-910-J22	AG-426-F11	AG-910-J22_00225	AG-910-J22_NODE_2	32648	33403	+	756	1	756	756.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00226	AG-910-J22_NODE_2	33400	34320	+	921	1	921	919.99611	99.891	0.00109	1
AG-910-J22	AG-426-F11	AG-910-J22_00227	AG-910-J22_NODE_2	34317	34742	+	426	1	426	426.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00228	AG-910-J22_NODE_2	34729	36564	+	1836	1	1836	1836.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00229	AG-910-J22_NODE_2	36561	37145	+	585	1	585	583.99965	99.829	0.00171	1
AG-910-J22	AG-426-F11	AG-910-J22_00230	AG-910-J22_NODE_2	37142	38026	-	885	1	885	883.99995	99.887	0.00113	1
AG-910-J22	AG-426-F11	AG-910-J22_00231	AG-910-J22_NODE_2	38088	38531	+	444	1	444	444.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00232	AG-910-J22_NODE_2	38518	39195	+	678	1	678	678.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00233	AG-910-J22_NODE_2	39176	40492	+	1317	1	1317	1317.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00234	AG-910-J22_NODE_2	40473	40715	-	243	1	243	243.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00235	AG-910-J22_NODE_2	40766	41551	+	786	1	786	786.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00236	AG-910-J22_NODE_2	41523	42605	+	1083	1	1083	1083.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00237	AG-910-J22_NODE_2	42605	43357	+	753	1	753	753.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00238	AG-910-J22_NODE_2	43372	44304	+	933	1	933	933.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00239	AG-910-J22_NODE_2	44347	45063	+	717	1	717	717.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00240	AG-910-J22_NODE_2	45099	45659	+	561	1	561	560.00142	99.822	0.00178	1
AG-910-J22	AG-426-F11	AG-910-J22_00241	AG-910-J22_NODE_2	45660	46736	+	1077	1	1077	1077.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00242	AG-910-J22_NODE_2	46713	47498	-	786	1	786	785.00178	99.873	0.00127	1
AG-910-J22	AG-426-F11	AG-910-J22_00243	AG-910-J22_NODE_2	47495	48763	-	1269	1	1269	1269.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00244	AG-910-J22_NODE_2	48773	49291	-	519	1	519	517.99833	99.807	0.00193	1
AG-910-J22	AG-426-F11	AG-910-J22_00245	AG-910-J22_NODE_2	49356	49850	+	495	1	495	495.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00248	AG-910-J22_NODE_2	50664	51140	+	477	1	477	477.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00249	AG-910-J22_NODE_2	51137	52411	-	1275	1	1275	1275.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00251	AG-910-J22_NODE_2	52521	53369	-	849	1	849	849.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00252	AG-910-J22_NODE_2	53373	55046	-	1674	1	1674	1672.9956	99.94	0.0006	1
AG-910-J22	AG-426-F11	AG-910-J22_00253	AG-910-J22_NODE_2	55057	55761	+	705	1	705	705.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00254	AG-910-J22_NODE_2	55903	56481	+	579	1	579	577.99833	99.827	0.00173	1
AG-910-J22	AG-426-F11	AG-910-J22_00255	AG-910-J22_NODE_2	56557	57630	+	1074	1	1074	1074.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00256	AG-910-J22_NODE_2	57627	58757	-	1131	1	1131	1131.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00257	AG-910-J22_NODE_2	58762	59748	-	987	1	987	987.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00258	AG-910-J22_NODE_2	59749	60228	+	480	1	480	480.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00259	AG-910-J22_NODE_2	60225	60806	+	582	1	582	582.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00260	AG-910-J22_NODE_2	60815	63388	+	2574	1	2574	2572.99614	99.961	0.00039	1
AG-910-J22	AG-426-F11	AG-910-J22_00261	AG-910-J22_NODE_2	63393	63668	+	276	1	276	276.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00270	AG-910-J22_NODE_2	70032	70205	+	174	1	174	174.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00271	AG-910-J22_NODE_2	70195	71139	+	945	1	945	945.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00272	AG-910-J22_NODE_2	71139	72104	+	966	1	966	964.99536	99.896	0.00104	1
AG-910-J22	AG-426-F11	AG-910-J22_00273	AG-910-J22_NODE_2	72104	72532	+	429	1	429	429.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00274	AG-910-J22_NODE_2	72563	72910	-	348	1	348	348.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00275	AG-910-J22_NODE_2	72951	73436	-	486	1	486	486.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00276	AG-910-J22_NODE_2	73433	74803	-	1371	1	1371	1369.99917	99.927	0.00073	1
AG-910-J22	AG-426-F11	AG-910-J22_00277	AG-910-J22_NODE_2	74845	75759	-	915	1	915	915.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00278	AG-910-J22_NODE_2	75762	76025	-	264	1	264	264.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00279	AG-910-J22_NODE_2	76027	76386	-	360	1	360	360.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00280	AG-910-J22_NODE_2	76395	77105	-	711	1	711	711.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00281	AG-910-J22_NODE_2	77115	78953	-	1839	1	1839	1839.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00282	AG-910-J22_NODE_2	78998	79834	-	837	1	837	837.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00283	AG-910-J22_NODE_2	79922	80113	+	192	1	192	192.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00284	AG-910-J22_NODE_2	80115	80792	-	678	1	678	678.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00285	AG-910-J22_NODE_2	80829	81416	+	588	1	588	588.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00286	AG-910-J22_NODE_2	81411	82121	-	711	1	711	711.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00287	AG-910-J22_NODE_2	82138	82797	+	660	1	660	660.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00289	AG-910-J22_NODE_2	83198	84034	+	837	1	723	723.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00290	AG-910-J22_NODE_2	84031	85002	+	972	1	972	972.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00291	AG-910-J22_NODE_2	84992	85399	-	408	1	408	408.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00292	AG-910-J22_NODE_2	85452	86318	+	867	1	867	867.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00293	AG-910-J22_NODE_2	86319	88061	+	1743	1	1743	1743.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00294	AG-910-J22_NODE_2	88061	89299	+	1239	1	1239	1239.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00295	AG-910-J22_NODE_2	89300	90217	+	918	1	918	918.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00296	AG-910-J22_NODE_2	90214	91074	+	861	1	861	861.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00297	AG-910-J22_NODE_2	91077	91268	-	192	1	192	192.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00298	AG-910-J22_NODE_2	91295	92560	+	1266	1	1266	1266.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00299	AG-910-J22_NODE_2	92557	93120	+	564	1	564	564.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00300	AG-910-J22_NODE_2	93117	94286	-	1170	1	753	753.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00301	AG-910-J22_NODE_2	94291	94617	-	327	1	327	327.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00302	AG-910-J22_NODE_2	94610	95101	-	492	1	492	492.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00303	AG-910-J22_NODE_2	95098	97839	-	2742	1	2700	2699.001	99.963	0.00037	1
AG-910-J22	AG-426-F11	AG-910-J22_00305	AG-910-J22_NODE_2	98762	99577	-	816	1	486	484.99884	99.794	0.00206	1
AG-910-J22	AG-426-F11	AG-910-J22_00306	AG-910-J22_NODE_2	99698	99991	+	294	1	294	294.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00307	AG-910-J22_NODE_2	100016	101671	+	1656	1	1656	1656.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00308	AG-910-J22_NODE_2	101768	103594	+	1827	1	1827	1825.99515	99.945	0.00055	1
AG-910-J22	AG-426-F11	AG-910-J22_00317	AG-910-J22_NODE_2	110189	111376	-	1188	1	301	300.00068	99.668	0.00332	1
AG-910-J22	AG-426-F11	AG-910-J22_00318	AG-910-J22_NODE_2	111379	112263	-	885	1	885	883.99995	99.887	0.00113	1
AG-910-J22	AG-426-F11	AG-910-J22_00319	AG-910-J22_NODE_2	112329	113267	+	939	1	357	357.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00320	AG-910-J22_NODE_2	113264	113773	-	510	1	405	405.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00321	AG-910-J22_NODE_2	113792	115867	+	2076	1	2076	2075.00352	99.952	0.00048	1
AG-910-J22	AG-426-F11	AG-910-J22_00322	AG-910-J22_NODE_2	115968	116414	+	447	1	447	447.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00323	AG-910-J22_NODE_2	116452	116754	-	303	1	303	303.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00324	AG-910-J22_NODE_2	116894	118393	+	1500	1	1500	1500.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00325	AG-910-J22_NODE_2	118386	119459	+	1074	1	1074	1074.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00326	AG-910-J22_NODE_2	119449	120381	+	933	1	933	933.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00327	AG-910-J22_NODE_2	120470	121534	+	1065	1	1065	1065.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00328	AG-910-J22_NODE_2	121585	122109	-	525	1	525	524.0025	99.81	0.0019	1
AG-910-J22	AG-426-F11	AG-910-J22_00329	AG-910-J22_NODE_2	122153	122443	+	291	1	291	291.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00330	AG-910-J22_NODE_2	122498	122785	+	288	1	288	288.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00331	AG-910-J22_NODE_2	122782	123405	-	624	1	624	624.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00332	AG-910-J22_NODE_2	123398	124279	-	882	1	882	881.00334	99.887	0.00113	1
AG-910-J22	AG-426-F11	AG-910-J22_00333	AG-910-J22_NODE_2	124314	124757	+	444	1	444	444.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00334	AG-910-J22_NODE_2	124759	125574	+	816	1	816	816.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00335	AG-910-J22_NODE_2	125577	126497	+	921	1	921	921.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00336	AG-910-J22_NODE_2	126502	129612	+	3111	2	261	261.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00344	AG-910-J22_NODE_2	133861	135147	-	1287	1	1287	1287.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00345	AG-910-J22_NODE_2	135190	136692	-	1503	1	1503	1501.99299	99.933	0.00067	1
AG-910-J22	AG-426-F11	AG-910-J22_00346	AG-910-J22_NODE_2	136698	137402	-	705	1	705	705.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00347	AG-910-J22_NODE_2	137453	140224	-	2772	1	2772	2771.00208	99.964	0.00036	1
AG-910-J22	AG-426-F11	AG-910-J22_00348	AG-910-J22_NODE_2	140275	141204	+	930	1	930	928.0005	99.785	0.00215	1
AG-910-J22	AG-426-F11	AG-910-J22_00349	AG-910-J22_NODE_2	141206	141769	-	564	1	564	564.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00350	AG-910-J22_NODE_2	141914	143092	+	1179	1	627	627.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00351	AG-910-J22_NODE_2	143092	144132	+	1041	1	1041	1041.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00352	AG-910-J22_NODE_2	144136	145017	+	882	1	882	882.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00353	AG-910-J22_NODE_2	145010	146074	+	1065	1	588	588.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00354	AG-910-J22_NODE_2	146076	146624	-	549	1	549	549.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00355	AG-910-J22_NODE_2	146624	146905	-	282	1	282	282.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00356	AG-910-J22_NODE_2	146949	147989	-	1041	2	798	798.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00360	AG-910-J22_NODE_3	425	751	+	327	1	327	325.99938	99.694	0.00306	1
AG-910-J22	AG-426-F11	AG-910-J22_00361	AG-910-J22_NODE_3	741	1760	+	1020	1	1020	1020.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00363	AG-910-J22_NODE_3	2069	2983	+	915	1	915	915.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00364	AG-910-J22_NODE_3	2952	3077	+	126	1	126	126.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00365	AG-910-J22_NODE_3	3201	4289	+	1089	1	1089	1087.99812	99.908	0.00092	1
AG-910-J22	AG-426-F11	AG-910-J22_00366	AG-910-J22_NODE_3	4294	4602	+	309	1	309	309.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00367	AG-910-J22_NODE_3	4602	5999	+	1398	1	1398	1398.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00368	AG-910-J22_NODE_3	6008	6706	+	699	1	699	699.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00370	AG-910-J22_NODE_3	6795	7001	-	207	1	207	207.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00371	AG-910-J22_NODE_3	7056	7625	-	570	1	570	570.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00372	AG-910-J22_NODE_3	7625	7852	-	228	1	228	228.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00373	AG-910-J22_NODE_3	7888	8634	-	747	1	747	747.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00374	AG-910-J22_NODE_3	8638	9198	-	561	1	561	561.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00375	AG-910-J22_NODE_3	9195	9809	-	615	1	615	615.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00376	AG-910-J22_NODE_3	9796	10806	-	1011	1	1011	1011.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00377	AG-910-J22_NODE_3	10808	11986	-	1179	1	138	138.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00395	AG-910-J22_NODE_3	27695	29026	+	1332	1	531	531.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00396	AG-910-J22_NODE_3	29028	29840	+	813	1	813	812.00001	99.877	0.00123	1
AG-910-J22	AG-426-F11	AG-910-J22_00397	AG-910-J22_NODE_3	29837	31129	+	1293	1	1293	1293.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00398	AG-910-J22_NODE_3	31126	32016	-	891	1	891	891.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00399	AG-910-J22_NODE_3	32063	33040	-	978	1	978	978.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00401	AG-910-J22_NODE_3	33139	33930	-	792	1	792	792.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00402	AG-910-J22_NODE_3	33917	34654	-	738	1	738	738.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00403	AG-910-J22_NODE_3	34651	35583	-	933	1	933	933.0	100.0	0.0	1
AG-910-J22	AG-426-F11	AG-910-J22_00404	AG-910-J22_NODE_3	35604	35858	+	255	1	255	254.0004	99.608	0.00392	1
AG-910-J22	AG-426-F11	AG-910-J22_00405	AG-910-J22_NODE_3	35839	36708	+	870	1	870	868.9995	99.885	0.00115	1
